('名次', '选手', '战队', '位置', '出场次数', 'KDA', '参团率', '场均击杀', '单场最高击杀', '场均死亡', '单场最高死亡', '场均助攻', '单场最高助攻', 'GPM', 'CSPM', '每分钟输出', '输出占比', '每分钟承受伤害', '承受伤害占比', '每分钟插眼数', '每分钟排眼数')
['63', 'Ralara', 'NT', '辅助', '2', '1.1', '68.8%', '0.0', '0', '5.0', '5', '5.5', '8', '204', '0.34', '143', '8.5%', '542', '15.5%', '1.22', '0.24']
['64', 'Nocturnal', 'NT', 'ADC', '2', '1.0', '68.8%', '3.0', '3', '5.5', '6', '2.5', '5', '297', '5.60', '464', '27.5%', '579', '16.5%', '0.34', '0.11']
['65', 'Leonard', 'NT', '中单', '2', '1.4', '81.2%', '3.0', '5', '4.5', '6', '3.5', '4', '322', '6.27', '554', '32.8%', '762', '21.7%', '0.19', '0.13']
['66', 'Razelock', 'NT', '打野', '2', '0.5', '50.0%', '1.0', '1', '8.0', '11', '3.0', '6', '225', '2.78', '235', '14.0%', '867', '24.7%', '0.51', '0.17']
['67', 'DarkBlight', 'CG', '上单', '2', '0.4', '45.5%', '1.0', '2', '6.5', '8', '1.5', '2', '263', '5.91', '231', '17.9%', '785', '25.0%', '0.37', '0.08']
['68', 'lucid', 'CG', '打野', '2', '0.7', '72.7%', '2.0', '2', '5.5', '6', '2.0', '3', '236', '3.02', '130', '10.1%', '780', '24.8%', '0.82', '0.29']
['69', 'Environmental', 'CG', '中单', '2', '0.5', '54.5%', '0.5', '1', '6.5', '7', '2.5', '3', '309', '8.28', '393', '30.5%', '472', '15.0%', '0.30', '0.12']
['70', 'stuntopolis', 'CG', '辅助', '2', '1.0', '81.8%', '0.5', '1', '4.5', '5', '4.0', '4', '199', '1.04', '158', '12.3%', '619', '19.7%', '0.92', '0.12']
18
['1', 'Balls', 'C9', '上单', '11', '2.1', '59.9%', '2.2', '5', '3.6', '7', '5.5', '12', '324', '6.17', '363', '20.0%', '617', '25.4%', '0.36', '0.13']
['2', 'Hai', 'C9', '中单', '11', '1.7', '65.5%', '3.5', '7', '5.0', '10', '4.9', '12', '356', '7.31', '515', '28.5%', '498', '20.6%', '0.28', '0.23']
['3', 'Sneaky', 'C9', 'ADC', '11', '4.0', '69.7%', '4.5', '15', '2.3', '5', '4.5', '11', '380', '7.67', '548', '30.3%', '430', '17.7%', '0.25', '0.18']
['4', 'LemonNation', 'C9', '辅助', '11', '3.4', '71.8%', '0.3', '2', '2.7', '5', '9.0', '24', '258', '0.74', '188', '10.4%', '312', '12.9%', '0.99', '0.36']
['5', 'Meteos', 'C9', '打野', '11', '3.1', '54.2%', '2.5', '6', '2.3', '5', '4.5', '12', '296', '3.61', '196', '10.9%', '567', '23.4%', '0.70', '0.25']
['6', 'Vasilii', 'LMQ', 'ADC', '6', '3.6', '79.4%', '3.2', '10', '2.5', '7', '5.8', '12', '332', '6.61', '490', '31.6%', '464', '18.0%', '0.10', '0.13']
['7', 'Mor', 'LMQ', '辅助', '6', '2.2', '85.3%', '0.5', '1', '4.3', '7', '9.2', '20', '223', '0.79', '102', '6.6%', '441', '17.1%', '1.47', '0.30']
['8', 'GodLike', 'LMQ', '上单', '6', '1.5', '67.6%', '2.2', '4', '5.2', '9', '5.5', '12', '278', '4.76', '357', '23.0%', '613', '23.8%', '0.27', '0.13']
['9', 'NoName', 'LMQ', '打野', '6', '2.5', '82.4%', '1.5', '3', '3.7', '6', '7.8', '16', '271', '3.18', '185', '12.0%', '634', '24.6%', '0.66', '0.24']
['10', 'XiaoWeiXiao', 'LMQ', '中单', '6', '2.6', '72.1%', '4.0', '9', '3.2', '7', '4.2', '9', '366', '8.54', '415', '26.8%', '424', '16.5%', '0.26', '0.18']
['11', 'fredy122', 'SK', '上单', '6', '1.4', '59.2%', '2.8', '5', '4.8', '8', '4.2', '9', '326', '6.62', '362', '20.5%', '919', '31.4%', '0.34', '0.07']
['12', 'Svenskeren', 'SK', '打野', '3', '3.3', '69.8%', '5.0', '9', '3.0', '4', '5.0', '7', '327', '4.36', '410', '20.5%', '766', '26.8%', '0.31', '0.24']
['13', 'nRated', 'SK', '辅助', '6', '1.8', '56.3%', '0.5', '2', '3.7', '6', '6.2', '11', '215', '0.51', '174', '9.8%', '423', '14.5%', '1.17', '0.25']
['14', 'CandyPanda', 'SK', 'ADC', '6', '2.8', '62.0%', '3.2', '7', '2.7', '5', '4.2', '9', '375', '8.46', '476', '27.0%', '533', '18.2%', '0.22', '0.14']
['15', 'Jesiz', 'SK', '中单', '6', '1.8', '54.9%', '2.2', '6', '3.7', '6', '4.3', '8', '330', '7.19', '427', '24.2%', '340', '11.6%', '0.31', '0.09']
['16', 'Gilius', 'SK', '打野', '3', '1.2', '71.4%', '1.3', '4', '5.3', '8', '5.3', '12', '267', '3.19', '212', '14.7%', '645', '21.4%', '0.45', '0.21']
['17', 'YellOwStaR', 'FNC', '辅助', '6', '3.3', '63.6%', '0.0', '0', '2.5', '4', '8.2', '22', '227', '0.68', '86', '4.9%', '392', '17.2%', '1.80', '0.50']
['18', 'Rekkles', 'FNC', 'ADC', '6', '5.6', '72.7%', '6.8', '18', '1.7', '6', '2.5', '5', '413', '9.32', '531', '30.0%', '400', '17.6%', '0.11', '0.19']
['19', 'SoaZ', 'FNC', '上单', '6', '2.4', '61.0%', '1.3', '3', '3.3', '6', '6.5', '14', '289', '5.06', '413', '23.3%', '407', '17.9%', '0.38', '0.08']
['20', 'xPeke', 'FNC', '中单', '6', '2.5', '63.6%', '3.5', '7', '3.3', '5', '4.7', '11', '359', '7.98', '581', '32.8%', '469', '20.6%', '0.25', '0.19']
['21', 'Cyanide', 'FNC', '打野', '6', '2.6', '61.0%', '1.2', '3', '3.0', '6', '6.7', '19', '246', '2.41', '159', '9.0%', '607', '26.7%', '0.73', '0.16']
['22', 'Tabzz', 'ALL', 'ADC', '6', '5.2', '61.0%', '3.5', '5', '1.5', '3', '4.3', '12', '361', '7.83', '432', '28.1%', '362', '15.1%', '0.30', '0.17']
['23', 'Wickd', 'ALL', '上单', '6', '5.3', '62.3%', '1.7', '8', '1.5', '4', '6.3', '10', '342', '7.34', '276', '18.0%', '584', '24.4%', '0.36', '0.14']
['24', 'Shook', 'ALL', '打野', '6', '3.9', '66.2%', '3.0', '5', '2.2', '3', '5.5', '9', '274', '3.20', '248', '16.2%', '619', '25.8%', '0.59', '0.21']
['25', 'Nyph', 'ALL', '辅助', '6', '3.6', '61.0%', '0.7', '2', '2.2', '6', '7.2', '17', '232', '0.77', '96', '6.3%', '388', '16.2%', '1.24', '0.26']
['26', 'Froggen', 'ALL', '中单', '6', '5.1', '66.2%', '4.0', '7', '1.7', '4', '4.5', '11', '389', '8.90', '484', '31.5%', '442', '18.4%', '0.33', '0.12']
['27', 'Morning', 'TPA', '中单', '6', '1.7', '64.4%', '2.5', '5', '3.7', '5', '3.8', '7', '331', '8.11', '428', '26.2%', '404', '16.3%', '0.20', '0.15']
['28', 'Jay', 'TPA', '辅助', '6', '1.9', '57.6%', '0.7', '2', '3.0', '5', '5.0', '11', '205', '0.71', '103', '6.3%', '339', '13.7%', '1.29', '0.25']
['29', 'Bebe', 'TPA', 'ADC', '6', '1.9', '64.4%', '2.5', '6', '3.3', '5', '3.8', '10', '347', '8.25', '554', '33.9%', '475', '19.1%', '0.25', '0.22']
['30', 'Winds', 'TPA', '打野', '6', '2.9', '72.9%', '3.0', '6', '2.5', '4', '4.2', '7', '254', '3.09', '269', '16.5%', '642', '25.9%', '0.83', '0.15']
['31', 'Achie', 'TPA', '上单', '6', '1.8', '55.9%', '1.2', '4', '3.0', '4', '4.3', '9', '297', '6.61', '278', '17.0%', '622', '25.0%', '0.38', '0.11']
['32', 'LoveLing', 'OMG', '打野', '14', '4.2', '63.6%', '3.8', '9', '2.4', '7', '6.4', '12', '301', '3.10', '331', '17.3%', '656', '25.5%', '0.62', '0.22']
['33', 'Gogoing', 'OMG', '上单', '14', '4.1', '65.3%', '3.5', '12', '2.6', '8', '7.0', '15', '342', '6.41', '423', '22.1%', '596', '23.2%', '0.42', '0.13']
['34', 'Cool', 'OMG', '中单', '14', '3.3', '64.9%', '3.8', '8', '3.1', '9', '6.6', '14', '380', '7.82', '495', '25.9%', '460', '17.9%', '0.30', '0.18']
['35', 'DaDa777', 'OMG', '辅助', '6', '2.0', '58.1%', '0.5', '2', '3.7', '6', '6.7', '12', '224', '0.61', '88', '5.4%', '356', '13.9%', '1.63', '0.38']
['36', 'san', 'OMG', 'ADC', '14', '5.6', '67.6%', '4.4', '9', '1.9', '4', '6.5', '13', '393', '8.41', '562', '29.4%', '463', '18.0%', '0.22', '0.17']
['37', 'Cloud', 'OMG', '辅助', '8', '4.3', '70.9%', '0.8', '3', '3.1', '5', '12.6', '21', '261', '0.69', '112', '5.3%', '425', '16.5%', '1.46', '0.28']
['38', 'Pawn', 'SSW', '中单', '17', '9.9', '64.3%', '6.2', '12', '1.5', '6', '8.3', '16', '442', '8.40', '578', '27.4%', '434', '18.6%', '0.39', '0.18']
['39', 'imp', 'SSW', 'ADC', '17', '7.9', '59.6%', '6.2', '13', '1.7', '4', '7.3', '13', '423', '7.45', '612', '29.0%', '425', '18.2%', '0.27', '0.13']
['40', 'Dandy', 'SSW', '打野', '17', '8.5', '70.8%', '4.9', '11', '1.9', '5', '11.1', '18', '374', '3.71', '370', '17.6%', '660', '28.2%', '0.58', '0.19']
['41', 'Mata', 'SSW', '辅助', '17', '10.0', '70.6%', '1.1', '4', '1.6', '5', '14.9', '28', '293', '0.69', '132', '6.3%', '328', '14.0%', '1.61', '0.31']
['42', 'Looper', 'SSW', '上单', '17', '12.1', '66.4%', '4.2', '9', '1.2', '4', '10.8', '22', '401', '6.97', '416', '19.8%', '493', '21.1%', '0.36', '0.13']
['43', 'Cola', 'RYL', '上单', '20', '3.3', '63.0%', '3.0', '8', '3.0', '9', '6.8', '19', '330', '5.84', '336', '18.9%', '679', '25.7%', '0.27', '0.07']
['44', 'InSec', 'RYL', '打野', '20', '2.7', '62.1%', '3.0', '10', '3.5', '8', '6.7', '14', '293', '3.16', '306', '17.2%', '680', '25.7%', '0.49', '0.16']
['45', 'Corn', 'RYL', '中单', '20', '3.8', '71.7%', '3.4', '7', '3.0', '7', '7.8', '16', '365', '7.48', '391', '22.0%', '412', '15.6%', '0.33', '0.16']
['46', 'Uzi', 'RYL', 'ADC', '20', '4.4', '69.8%', '5.6', '14', '2.5', '5', '5.2', '11', '416', '8.79', '591', '33.2%', '490', '18.5%', '0.17', '0.19']
['47', 'Zero', 'RYL', '辅助', '20', '3.9', '75.6%', '0.6', '2', '3.0', '6', '11.2', '23', '254', '0.62', '157', '8.8%', '382', '14.4%', '1.32', '0.33']
['48', 'Clearlove', 'EDG', '打野', '12', '3.6', '63.6%', '3.1', '9', '2.8', '6', '7.2', '16', '306', '3.43', '292', '15.9%', '633', '26.3%', '0.49', '0.22']
['49', 'Koro1', 'EDG', '上单', '12', '3.4', '65.1%', '3.7', '11', '3.1', '6', '6.9', '15', '355', '6.68', '397', '21.6%', '631', '26.2%', '0.27', '0.12']
['50', 'FZZF', 'EDG', '辅助', '12', '3.3', '63.1%', '0.8', '3', '3.1', '7', '9.5', '20', '242', '0.82', '116', '6.3%', '363', '15.1%', '1.28', '0.30']
['51', 'U', 'EDG', '中单', '12', '4.7', '65.6%', '4.9', '8', '2.2', '5', '5.8', '15', '380', '7.81', '493', '26.8%', '347', '14.4%', '0.39', '0.16']
['52', 'NaMei', 'EDG', 'ADC', '12', '3.8', '65.6%', '3.8', '11', '2.8', '7', '6.8', '15', '389', '7.89', '540', '29.4%', '436', '18.1%', '0.27', '0.20']
['53', 'fabFabulous', 'DP', '上单', '6', '0.5', '55.0%', '0.5', '1', '4.0', '7', '1.3', '6', '267', '6.24', '348', '26.3%', '654', '24.7%', '0.41', '0.09']
['54', 'Crystal', 'DP', '打野', '6', '0.3', '45.0%', '0.3', '2', '4.7', '7', '1.2', '4', '219', '3.18', '121', '9.2%', '654', '24.7%', '0.55', '0.13']
['55', 'Naru', 'DP', '中单', '6', '0.3', '35.0%', '0.2', '1', '4.0', '6', '1.0', '2', '287', '7.71', '362', '27.3%', '390', '14.7%', '0.35', '0.17']
['56', 'HolyPhoenix', 'DP', 'ADC', '6', '0.8', '85.0%', '2.2', '6', '3.3', '4', '0.7', '1', '321', '7.63', '385', '29.0%', '443', '16.7%', '0.22', '0.20']
['57', 'Touch', 'DP', '辅助', '6', '0.5', '70.0%', '0.2', '1', '4.7', '7', '2.2', '4', '180', '0.69', '108', '8.2%', '510', '19.3%', '1.15', '0.23']
['58', 'Westdoor', 'AHQ', '中单', '7', '3.0', '69.2%', '5.4', '8', '3.6', '7', '5.1', '8', '397', '8.55', '495', '28.0%', '507', '19.0%', '0.20', '0.10']
['59', 'GreenTea', 'AHQ', '辅助', '7', '2.1', '59.8%', '1.4', '2', '4.4', '8', '7.7', '11', '218', '0.82', '155', '8.8%', '525', '19.6%', '1.28', '0.15']
['60', 'GarnetDevil', 'AHQ', 'ADC', '5', '1.9', '53.9%', '1.8', '4', '4.4', '9', '6.4', '8', '327', '7.23', '455', '26.4%', '427', '16.1%', '0.20', '0.18']
['61', 'Prydz', 'AHQ', '上单', '7', '1.8', '59.8%', '3.1', '8', '5.0', '11', '6.0', '10', '322', '6.36', '427', '24.1%', '658', '24.6%', '0.60', '0.09']
['62', 'Naz', 'AHQ', '打野', '7', '2.7', '50.5%', '2.7', '5', '2.9', '6', '5.0', '9', '256', '2.71', '215', '12.2%', '573', '21.4%', '0.67', '0.18']
['63', 'GarnetDevil', 'AHQ', 'ADC', '2', '2.9', '64.5%', '4.5', '6', '3.5', '6', '5.5', '7', '383', '7.17', '544', '28.4%', '379', '13.9%', '0.35', '0.19']
['64', 'Ggoong', 'KDM', '中单', '10', '3.7', '70.1%', '3.5', '9', '2.2', '6', '4.7', '10', '377', '8.43', '508', '27.6%', '455', '18.2%', '0.35', '0.23']
['65', 'Zefa', 'KDM', 'ADC', '10', '3.8', '59.0%', '3.0', '6', '1.8', '6', '3.9', '8', '364', '7.75', '529', '28.8%', '483', '19.4%', '0.29', '0.17']
['66', 'Watch', 'KDM', '打野', '10', '2.9', '57.3%', '2.0', '5', '2.3', '5', '4.7', '13', '281', '3.31', '251', '13.7%', '617', '24.7%', '0.71', '0.25']
['67', 'Gorilla', 'KDM', '辅助', '10', '3.0', '76.9%', '0.4', '2', '3.0', '6', '8.6', '15', '243', '0.70', '140', '7.6%', '392', '15.7%', '1.55', '0.29']
['68', 'Save', 'KDM', '上单', '10', '2.1', '58.1%', '2.8', '8', '3.3', '6', '4.0', '9', '345', '7.03', '410', '22.3%', '548', '22.0%', '0.39', '0.21']
['69', 'Deft', 'SSB', 'ADC', '13', '4.3', '69.0%', '6.4', '16', '2.7', '5', '5.1', '10', '395', '7.51', '674', '36.5%', '471', '18.9%', '0.27', '0.17']
['70', 'dade', 'SSB', '中单', '7', '2.2', '65.0%', '4.4', '9', '4.3', '7', '4.9', '11', '371', '7.21', '440', '25.5%', '450', '17.1%', '0.34', '0.24']
['71', 'Heart', 'SSB', '辅助', '13', '3.4', '76.9%', '0.7', '3', '3.8', '11', '12.1', '25', '261', '0.82', '128', '6.9%', '374', '15.0%', '1.36', '0.32']
['72', 'Spirit', 'SSB', '打野', '13', '4.4', '62.5%', '2.8', '8', '2.4', '6', '7.6', '18', '313', '3.58', '260', '14.1%', '601', '24.1%', '0.71', '0.32']
['73', 'dade', 'SSB', '中单', '6', '4.3', '59.5%', '5.8', '13', '2.7', '5', '5.7', '14', '410', '8.42', '444', '22.5%', '486', '20.6%', '0.33', '0.17']
['74', 'Acorn', 'SSB', '上单', '13', '3.2', '60.2%', '1.7', '5', '3.1', '7', '8.3', '24', '322', '5.69', '344', '18.6%', '581', '23.3%', '0.37', '0.13']
['75', 'LEP', '', '上单', '6', '0.9', '50.0%', '0.7', '2', '3.5', '8', '2.3', '8', '279', '6.17', '279', '20.6%', '557', '23.3%', '0.32', '0.09']
['76', 'Danagorn', '', '打野', '6', '1.1', '63.9%', '1.2', '3', '3.3', '6', '2.7', '9', '229', '2.46', '146', '10.8%', '606', '25.4%', '0.63', '0.22']
['77', 'TinOwns', '', '中单', '6', '2.1', '69.4%', '2.3', '8', '2.0', '3', '1.8', '8', '340', '8.76', '391', '28.9%', '354', '14.8%', '0.47', '0.23']
['78', 'Minerva', '', 'ADC', '6', '1.7', '66.7%', '1.8', '6', '2.3', '5', '2.2', '7', '338', '8.22', '423', '31.2%', '488', '20.4%', '0.12', '0.07']
['79', 'Dans', '', '辅助', '6', '2.1', '69.4%', '0.0', '0', '2.0', '6', '4.2', '13', '202', '0.70', '114', '8.5%', '382', '16.0%', '0.99', '0.22']
['80', 'Lustboy', 'TSM', '辅助', '10', '3.2', '77.5%', '0.8', '2', '3.1', '8', '9.2', '15', '247', '0.53', '122', '7.1%', '354', '14.6%', '1.26', '0.24']
['81', 'Amazing', 'TSM', '打野', '10', '2.6', '78.3%', '2.4', '4', '3.9', '9', '7.7', '13', '305', '3.47', '215', '12.6%', '656', '27.1%', '0.78', '0.25']
['82', 'WildTurtle', 'TSM', 'ADC', '10', '4.3', '70.5%', '4.5', '11', '2.1', '7', '4.6', '8', '384', '7.78', '507', '29.6%', '439', '18.1%', '0.16', '0.14']
['83', 'Bjergsen', 'TSM', '中单', '10', '4.0', '67.4%', '3.0', '5', '2.2', '7', '5.7', '11', '381', '8.55', '485', '28.3%', '364', '15.0%', '0.28', '0.10']
39
['1', 'Aphromoo', 'CLG', '辅助', '5', '3.5', '70.4%', '0.2', '1', '2.2', '5', '7.4', '12', '232', '0.89', '106', '6.2%', '474', '18.7%', '0.91', '0.25']
['2', 'Seraph', 'CLG', '上单', '5', '2.9', '64.8%', '1.4', '3', '2.4', '4', '5.6', '11', '332', '6.92', '386', '22.6%', '646', '25.4%', '0.38', '0.12']
['3', 'dexter', 'CLG', '打野', '5', '3.0', '72.2%', '2.0', '4', '2.6', '4', '5.8', '8', '281', '3.20', '202', '11.8%', '640', '25.2%', '0.86', '0.24']
['4', 'Link', 'CLG', '中单', '5', '4.1', '75.9%', '3.2', '6', '2.0', '6', '5.0', '7', '368', '8.39', '425', '24.9%', '345', '13.6%', '0.26', '0.22']
['5', 'Doublelift', 'CLG', 'ADC', '5', '6.0', '77.8%', '4.0', '8', '1.4', '4', '4.4', '8', '434', '10.32', '589', '34.5%', '436', '17.2%', '0.18', '0.15']
['6', 'Mash', 'CST', 'ADC', '3', '1.9', '50.0%', '2.0', '3', '2.3', '4', '2.3', '4', '354', '9.08', '395', '27.5%', '381', '17.6%', '0.27', '0.17']
['7', 'Sheep', 'CST', '辅助', '3', '1.2', '57.7%', '0.0', '0', '4.0', '5', '5.0', '7', '205', '0.80', '110', '7.6%', '458', '21.2%', '0.80', '0.15']
['8', 'Santorin', 'CST', '打野', '3', '4.8', '73.1%', '3.0', '6', '1.3', '2', '3.3', '5', '268', '3.31', '257', '17.9%', '491', '22.7%', '0.89', '0.28']
['9', 'Miracle', 'CST', '上单', '3', '0.9', '50.0%', '1.7', '3', '5.0', '6', '2.7', '5', '290', '6.03', '250', '17.4%', '500', '23.1%', '0.25', '0.14']
['10', 'Ringer', 'CST', '中单', '3', '1.0', '34.6%', '2.0', '3', '3.0', '4', '1.0', '2', '303', '6.82', '426', '29.6%', '330', '15.3%', '0.24', '0.05']
['11', 'Westrice', 'CLB', '上单', '5', '2.4', '57.9%', '2.2', '3', '2.8', '7', '4.4', '5', '333', '7.08', '387', '20.8%', '738', '27.1%', '0.45', '0.21']
['12', 'pr0lly', 'CLB', '中单', '5', '4.0', '77.2%', '4.6', '8', '2.2', '4', '4.2', '6', '370', '8.10', '487', '26.2%', '372', '13.7%', '0.30', '0.15']
['13', 'ROBERTxLEE', 'CLB', 'ADC', '5', '2.6', '68.4%', '2.4', '4', '3.0', '5', '5.4', '6', '375', '8.93', '606', '32.6%', '532', '19.6%', '0.20', '0.16']
['14', 'kez', 'CLB', '打野', '5', '3.6', '56.1%', '1.4', '3', '1.8', '3', '5.0', '7', '267', '3.31', '241', '13.0%', '677', '24.9%', '1.00', '0.31']
['15', 'Bubbadub', 'CLB', '辅助', '5', '2.1', '61.4%', '0.8', '1', '3.4', '8', '6.2', '7', '224', '0.74', '139', '7.5%', '399', '14.7%', '1.17', '0.29']
['16', 'Innox', 'EG', '上单', '3', '4.4', '66.0%', '3.3', '5', '2.3', '4', '7.0', '9', '398', '7.55', '342', '21.0%', '492', '21.5%', '0.58', '0.07']
['17', 'Pobelter', 'EG', '中单', '3', '4.8', '61.7%', '5.3', '8', '2.0', '3', '4.3', '6', '423', '8.55', '526', '32.3%', '382', '16.7%', '0.35', '0.17']
['18', 'Altec', 'EG', 'ADC', '3', '8.7', '55.3%', '3.7', '6', '1.0', '2', '5.0', '7', '445', '9.85', '376', '23.1%', '364', '15.9%', '0.29', '0.16']
['19', 'Helios', 'EG', '打野', '3', '7.5', '63.8%', '2.3', '3', '1.3', '2', '7.7', '12', '339', '3.89', '279', '17.2%', '598', '26.2%', '0.36', '0.22']
['20', 'Krepo', 'EG', '辅助', '3', '5.3', '68.1%', '1.0', '2', '2.0', '4', '9.7', '15', '278', '0.88', '104', '6.4%', '449', '19.7%', '1.19', '0.24']
['21', 'Impactful', 'CA', 'ADC', '5', '4.1', '69.8%', '3.4', '8', '1.8', '4', '4.0', '9', '358', '7.54', '492', '26.2%', '385', '15.3%', '0.22', '0.14']
['22', 'Cris', 'CA', '上单', '5', '2.6', '64.2%', '1.6', '3', '2.6', '4', '5.2', '13', '326', '6.54', '358', '19.0%', '614', '24.4%', '0.34', '0.05']
['23', 'Saintvicious', 'CA', '打野', '5', '3.0', '62.3%', '1.4', '6', '2.2', '5', '5.2', '12', '286', '3.42', '263', '14.0%', '725', '28.8%', '0.75', '0.15']
['24', 'Keane', 'CA', '中单', '5', '4.5', '92.5%', '3.8', '8', '2.2', '4', '6.0', '16', '382', '8.67', '642', '34.1%', '396', '15.7%', '0.31', '0.14']
['25', 'Bunny FuFuu', 'CA', '辅助', '5', '3.4', '64.2%', '0.4', '1', '2.0', '3', '6.4', '14', '226', '1.09', '126', '6.7%', '398', '15.8%', '1.25', '0.14']
['26', 'CaliTrlolz8', 'T8', '上单', '5', '2.6', '62.1%', '2.0', '4', '3.2', '5', '6.2', '18', '339', '6.85', '487', '25.4%', '649', '25.2%', '0.44', '0.12']
['27', 'Slooshi', 'T8', '中单', '5', '4.8', '72.7%', '3.8', '10', '2.0', '3', '5.8', '11', '372', '8.09', '389', '20.3%', '365', '14.2%', '0.19', '0.21']
['28', 'maplestreet8', 'T8', 'ADC', '5', '5.5', '83.3%', '4.0', '7', '2.0', '3', '7.0', '14', '376', '7.64', '600', '31.3%', '438', '17.0%', '0.27', '0.15']
['29', 'Dodo', 'T8', '辅助', '5', '3.9', '77.3%', '1.2', '2', '2.6', '3', '9.0', '17', '245', '1.02', '126', '6.6%', '446', '17.3%', '1.12', '0.27']
47
['1', 'Edward', 'GMB', '辅助', '4', '4.8', '64.8%', '1.5', '4', '3.0', '5', '12.8', '14', '270', '1.18', '178', '8.2%', '477', '16.9%', '1.06', '0.29']
['2', 'Kubon', 'GMB', '上单', '4', '5.0', '68.2%', '4.0', '6', '3.0', '5', '11.0', '16', '360', '5.96', '442', '20.3%', '702', '24.8%', '0.31', '0.06']
['3', 'niQ', 'GMB', '中单', '4', '3.0', '54.5%', '5.0', '7', '4.0', '6', '7.0', '12', '387', '7.62', '514', '23.6%', '536', '19.0%', '0.18', '0.14']
['4', 'Krislund', 'GMB', 'ADC', '4', '5.9', '67.0%', '7.8', '13', '2.5', '4', '7.0', '8', '435', '8.47', '657', '30.2%', '423', '14.9%', '0.20', '0.13']
['5', 'Diamondprox', 'GMB', '打野', '4', '4.6', '62.5%', '3.8', '6', '3.0', '8', '10.0', '17', '340', '3.62', '384', '17.7%', '690', '24.4%', '0.82', '0.23']
['6', 'Creaton', 'MIL', 'ADC', '5', '2.8', '61.8%', '4.6', '11', '3.4', '5', '4.8', '8', '376', '7.89', '586', '28.4%', '437', '15.4%', '0.12', '0.09']
['7', 'Jree', 'MIL', '辅助', '5', '3.1', '76.3%', '1.0', '2', '3.8', '8', '10.6', '19', '251', '0.58', '168', '8.1%', '334', '11.8%', '1.15', '0.19']
['8', 'Kottenx', 'MIL', '打野', '5', '2.0', '63.2%', '2.2', '4', '4.8', '6', '7.4', '15', '296', '3.40', '333', '16.2%', '688', '24.2%', '0.35', '0.11']
['9', 'Kerp', 'MIL', '中单', '5', '2.3', '65.8%', '5.6', '12', '4.4', '7', '4.4', '7', '358', '6.51', '548', '26.5%', '540', '19.0%', '0.26', '0.13']
['10', 'Kev1n', 'MIL', '上单', '5', '1.8', '48.7%', '1.8', '4', '4.2', '6', '5.6', '10', '298', '5.10', '428', '20.8%', '842', '29.6%', '0.44', '0.13']
['11', 'YoungBuck', 'CW', '上单', '3', '5.0', '57.1%', '1.3', '2', '1.3', '2', '5.3', '7', '342', '5.74', '364', '17.1%', '823', '29.8%', '0.49', '0.15']
['12', 'Unlimited', 'CW', '辅助', '3', '5.0', '57.1%', '1.0', '2', '1.3', '2', '5.7', '7', '270', '0.29', '154', '7.3%', '295', '10.7%', '0.92', '0.13']
['13', 'Soren', 'CW', '中单', '3', '5.3', '45.7%', '2.3', '5', '1.0', '2', '3.0', '3', '421', '9.57', '511', '23.9%', '382', '13.9%', '0.36', '0.18']
['14', 'Airwaks', 'CW', '打野', '3', '7.7', '65.7%', '2.7', '4', '1.0', '2', '5.0', '10', '340', '3.59', '372', '17.5%', '766', '27.8%', '0.36', '0.13']
['15', 'Woolite', 'CW', 'ADC', '3', '25.0', '71.4%', '4.3', '5', '0.0', '0', '4.0', '7', '421', '8.28', '731', '34.2%', '493', '17.9%', '0.35', '0.20']
['16', 'Febiven', 'H2K', '中单', '3', '0.7', '28.6%', '0.7', '1', '2.0', '3', '0.7', '1', '305', '8.45', '340', '20.3%', '454', '16.2%', '0.27', '0.11']
['17', 'Odoamne', 'H2K', '上单', '3', '0.6', '50.0%', '0.7', '1', '4.0', '7', '1.7', '3', '274', '6.59', '392', '23.3%', '729', '26.0%', '0.30', '0.02']
['18', 'AoD', 'H2K', '辅助', '3', '2.8', '78.6%', '0.7', '1', '1.3', '2', '3.0', '4', '176', '0.61', '148', '8.8%', '369', '13.2%', '0.96', '0.20']
['19', 'Hjarnan', 'H2K', 'ADC', '3', '1.6', '78.6%', '1.3', '2', '2.3', '3', '2.3', '3', '302', '7.12', '515', '30.6%', '503', '18.0%', '0.28', '0.04']
['20', 'Trashy', 'H2K', '打野', '3', '1.8', '78.6%', '1.3', '2', '2.0', '3', '2.3', '3', '255', '3.97', '284', '16.9%', '744', '26.6%', '0.54', '0.17']
['21', 'Vizicsacsi', 'UOL', '上单', '5', '4.5', '69.9%', '3.6', '8', '3.2', '8', '10.8', '16', '347', '5.98', '461', '21.8%', '793', '29.1%', '0.43', '0.13']
['22', 'Vardags', 'UOL', 'ADC', '5', '5.3', '76.7%', '6.4', '10', '3.0', '5', '9.4', '13', '400', '7.44', '576', '27.2%', '415', '15.3%', '0.32', '0.11']
['23', 'Hylissang', 'UOL', '辅助', '5', '5.2', '75.7%', '1.0', '2', '3.0', '4', '14.6', '21', '268', '1.22', '183', '8.7%', '582', '21.4%', '1.01', '0.15']
['24', 'Gilius', 'UOL', '打野', '5', '4.8', '78.6%', '4.4', '6', '3.4', '7', '11.8', '17', '291', '2.17', '265', '12.5%', '570', '21.0%', '0.63', '0.11']
