名次,战队,KDA,场均击杀,场均死亡,每分钟伤害,一血率,场均时长,场均经济,每分钟经济,每分钟补刀,场均小龙,小龙控制率,场均大龙,大龙控制率,每分钟插眼,每分钟排眼,排眼效率,场均推塔数,场均被推塔数,year,Season
5, TSM, 5.9, 14.6, 8.7, 2195, 64.6%, 33:9, 62800, 1894, 30.26, 2.7, 76.8%, 0.8, 69.8%, 3.36, 1.28, 39.3%, 8.5, 3.7, 2016, 2016LCS北美夏季赛
6, NRG, 2.7, 10.3, 13.1, 2052, 58.1%, 36:14, 60679, 1674, 27.81, 1.1, 30.6%, 0.6, 43.1%, 2.83, 1.18, 35.0%, 5.1, 8.1, 2016, 2016LCS北美夏季赛
7, IMT, 3.9, 14.5, 13.0, 2396, 36.8%, 34:28, 64681, 1875, 30.02, 2.0, 57.9%, 0.7, 60.3%, 3.65, 1.23, 38.7%, 7.9, 4.8, 2016, 2016LCS北美夏季赛
8, FOX, 1.9, 8.0, 13.4, 1812, 31.0%, 36:9, 59201, 1636, 28.22, 1.6, 39.5%, 0.3, 23.2%, 3.21, 1.34, 40.9%, 5.0, 8.7, 2016, 2016LCS北美夏季赛
9, Dignitas, 3.4, 12.2, 12.8, 1999, 50.0%, 37:44, 66996, 1775, 29.15, 2.1, 48.7%, 0.8, 49.3%, 3.28, 1.23, 37.4%, 6.7, 7.1, 2016, 2016LCS北美夏季赛
1, FNC, 3.6, 11.4, 11.1, 2003, 47.6%, 36:37, 66371, 1812, 31.32, 2.0, 51.9%, 0.9, 54.3%, 3.48, 1.37, 39.2%, 6.5, 6.8, 2016, 2016LCS欧洲夏季赛
2, GIA, 3.4, 11.2, 12.3, 2058, 55.8%, 35:22, 62747, 1773, 30.12, 1.8, 51.0%, 0.8, 51.5%, 3.61, 1.26, 35.8%, 6.1, 6.7, 2016, 2016LCS欧洲夏季赛
3, ROC, 2.4, 10.7, 16.0, 2019, 38.9%, 37:18, 63320, 1697, 28.85, 1.7, 40.7%, 0.5, 34.5%, 3.53, 1.24, 35.8%, 5.2, 8.0, 2016, 2016LCS欧洲夏季赛
4, H2K, 4.5, 11.7, 9.4, 2064, 52.1%, 35:35, 63223, 1776, 29.63, 2.2, 59.4%, 0.7, 49.3%, 3.68, 1.42, 40.1%, 6.8, 6.0, 2016, 2016LCS欧洲夏季赛
5, UOL, 3.2, 12.3, 12.8, 2128, 47.5%, 34:49, 62591, 1797, 30.26, 1.8, 55.7%, 0.8, 54.8%, 3.33, 1.42, 40.9%, 6.7, 6.0, 2016, 2016LCS欧洲夏季赛
6, S04, 3.6, 10.8, 11.0, 1952, 41.7%, 36:24, 63204, 1736, 30.01, 1.4, 36.6%, 0.7, 43.1%, 3.26, 1.34, 37.2%, 6.0, 7.2, 2016, 2016LCS欧洲夏季赛
7, Origen, 2.4, 10.1, 14.1, 2117, 58.3%, 40:54, 71541, 1748, 30.23, 1.8, 38.5%, 1.1, 47.5%, 3.36, 1.42, 39.9%, 5.8, 8.1, 2016, 2016LCS欧洲夏季赛
8, G2, 5.4, 14.7, 9.4, 2262, 38.6%, 36:2, 68750, 1907, 31.14, 2.3, 65.8%, 1.0, 67.6%, 3.62, 1.34, 38.8%, 8.4, 4.4, 2016, 2016LCS欧洲夏季赛
9, VIT, 3.4, 10.4, 11.0, 1868, 61.1%, 36:55, 64699, 1752, 30.20, 2.1, 49.3%, 0.6, 35.6%, 3.72, 1.36, 39.2%, 5.9, 7.1, 2016, 2016LCS欧洲夏季赛
1, OMG, 3.2, 14.9, 15.7, 2114, 46.8%, 38:25, 68405, 1780, 33.61, 2.1, 50.3%, 0.7, 42.5%, 3.35, 1.45, 41.3%, 5.9, 6.7, 2016, 2016LPL夏季赛
2, RYL, 1.9, 16.0, 26.0, 2298, 0.0%, 49:57, 87517, 1751, 33.04, 2.3, 43.8%, 1.3, 50.0%, 3.40, 1.69, 47.3%, 3.3, 8.7, 2016, 2016LPL夏季赛
3, EDG, 5.5, 18.5, 11.3, 2314, 64.4%, 35:29, 68758, 1936, 35.00, 2.6, 68.0%, 1.1, 71.6%, 3.52, 1.45, 43.0%, 8.5, 3.8, 2016, 2016LPL夏季赛
4, IG, 3.1, 13.1, 14.0, 2057, 37.2%, 34:49, 60941, 1749, 33.60, 1.4, 39.2%, 0.5, 35.6%, 3.32, 1.16, 35.2%, 5.1, 7.0, 2016, 2016LPL夏季赛
5, LGD, 2.9, 14.2, 16.1, 2003, 31.0%, 36:56, 66140, 1790, 34.24, 1.8, 45.6%, 0.7, 46.7%, 3.55, 1.45, 41.9%, 6.1, 6.2, 2016, 2016LPL夏季赛
6, SS, 4.1, 14.1, 12.1, 1978, 0.0%, 36:58, 67458, 1824, 35.28, 1.6, 41.7%, 0.8, 51.4%, 3.79, 1.49, 42.0%, 6.7, 6.0, 2016, 2016LPL夏季赛
7, VG, 3.8, 14.6, 13.5, 2090, 56.5%, 38:2, 69407, 1824, 35.28, 2.0, 52.0%, 0.9, 52.6%, 3.51, 1.50, 41.8%, 6.1, 6.4, 2016, 2016LPL夏季赛
8, NB, 3.0, 14.7, 16.9, 2147, 0.0%, 40:6, 70650, 1761, 33.28, 2.0, 45.8%, 0.7, 40.2%, 3.32, 1.39, 40.1%, 5.4, 7.6, 2016, 2016LPL夏季赛
9, RNG, 4.4, 16.7, 13.1, 2349, 60.4%, 37:47, 71661, 1895, 35.77, 2.4, 65.0%, 1.0, 62.7%, 3.71, 1.52, 44.2%, 7.8, 5.0, 2016, 2016LPL夏季赛
10, WE, 3.9, 14.3, 13.2, 2130, 41.8%, 38:25, 69576, 1810, 34.50, 2.1, 52.8%, 0.9, 58.1%, 3.40, 1.38, 39.6%, 6.9, 5.7, 2016, 2016LPL夏季赛
11, SAT, 1.9, 11.0, 19.2, 1891, 45.2%, 33:35, 56897, 1694, 32.78, 1.4, 38.6%, 0.5, 39.6%, 3.22, 1.29, 37.8%, 4.0, 7.8, 2016, 2016LPL夏季赛
12, GT, 2.8, 13.0, 15.8, 2007, 50.0%, 36:17, 63362, 1746, 33.11, 1.8, 46.4%, 0.6, 44.0%, 3.46, 1.30, 37.6%, 5.5, 7.2, 2016, 2016LPL夏季赛
13, YM, 2.2, 10.0, 15.2, 1789, 60.0%, 35:24, 61733, 1743, 35.54, 1.6, 42.1%, 0.4, 22.2%, 3.33, 1.34, 39.5%, 4.2, 6.2, 2016, 2016LPL夏季赛
1, SKT, 4.0, 12.2, 10.8, 2352, 37.0%, 36:58, 68121, 1842, 31.53, 2.4, 63.1%, 0.9, 61.8%, 3.45, 1.52, 43.2%, 7.2, 4.9, 2016, 2016LCK韩国夏季赛
2, CJE, 2.7, 9.0, 12.0, 1843, 40.9%, 37:47, 64736, 1713, 29.75, 1.8, 44.9%, 0.8, 47.2%, 3.42, 1.40, 40.0%, 5.0, 8.1, 2016, 2016LCK韩国夏季赛
3, KT, 4.8, 13.9, 10.2, 2145, 64.5%, 38:52, 71191, 1831, 30.75, 2.1, 56.1%, 0.8, 52.7%, 3.50, 1.57, 43.7%, 7.1, 5.3, 2016, 2016LCK韩国夏季赛
4, JAG, 3.2, 9.3, 10.3, 1933, 42.0%, 42:23, 72693, 1714, 30.18, 2.0, 46.3%, 0.8, 41.8%, 3.65, 1.59, 44.9%, 5.8, 7.2, 2016, 2016LCK韩国夏季赛
5, HLE, 4.8, 14.6, 10.9, 2325, 51.1%, 35:34, 65958, 1854, 30.20, 2.1, 58.6%, 0.8, 61.0%, 3.68, 1.33, 39.8%, 7.7, 4.5, 2016, 2016LCK韩国夏季赛
6, GEN, 3.4, 11.5, 11.6, 2136, 53.7%, 39:7, 70913, 1812, 31.84, 2.0, 51.2%, 0.7, 48.1%, 3.67, 1.55, 43.7%, 6.9, 5.8, 2016, 2016LCK韩国夏季赛
7, KZ, 3.4, 9.7, 10.2, 2074, 56.1%, 40:16, 70679, 1755, 30.55, 2.0, 46.9%, 0.9, 52.9%, 3.56, 1.59, 44.1%, 6.3, 7.0, 2016, 2016LCK韩国夏季赛
8, BBQ, 2.7, 8.6, 11.1, 1779, 53.3%, 37:24, 64045, 1711, 30.50, 1.7, 45.0%, 0.6, 38.8%, 3.49, 1.51, 42.5%, 5.0, 7.2, 2016, 2016LCK韩国夏季赛
9, AFs, 3.3, 10.9, 12.2, 2053, 50.0%, 37:29, 65823, 1755, 30.27, 1.5, 39.1%, 0.7, 45.1%, 3.31, 1.34, 37.9%, 5.8, 6.9, 2016, 2016LCK韩国夏季赛
1, CLG, 3.3, 13.5, 13.9, 2064, 52.9%, 35:48, 64257, 1794, 28.77, 1.6, 38.0%, 0.9, 68.2%, 3.51, 1.55, 42.3%, 6.6, 6.0, 2016, 2016MSI季中冠军赛
2, SKT, 5.6, 15.6, 9.2, 2419, 41.2%, 36:54, 69617, 1886, 31.83, 2.5, 60.9%, 0.6, 45.5%, 3.76, 1.68, 46.3%, 7.5, 4.8, 2016, 2016MSI季中冠军赛
3, RNG, 4.2, 14.9, 11.6, 2082, 78.6%, 37:29, 70013, 1867, 31.27, 2.7, 63.3%, 0.7, 55.6%, 3.81, 1.66, 45.0%, 7.7, 5.9, 2016, 2016MSI季中冠军赛
4, FW, 3.9, 11.6, 9.6, 1942, 50.0%, 37:22, 66245, 1772, 29.74, 2.8, 60.9%, 0.8, 55.0%, 3.66, 1.51, 40.5%, 6.9, 6.5, 2016, 2016MSI季中冠军赛
5, G2, 1.6, 8.8, 17.0, 1873, 40.0%, 33:30, 56392, 1682, 29.11, 0.9, 25.7%, 0.4, 33.3%, 3.44, 1.30, 37.0%, 4.5, 8.2, 2016, 2016MSI季中冠军赛
1, CLG, 2.7, 13.8, 17.0, 0, 0.0%, 40:16, 71150, 1766, 28.90, 2.5, 55.6%, 0.8, 60.0%, 0.00, 0.00, 0.0%, 6.5, 6.5, 2016, 2016IEM卡托维兹站
2, FNC, 3.5, 14.5, 14.7, 0, 0.0%, 35:3, 62307, 1777, 29.79, 1.8, 46.9%, 0.5, 43.8%, 0.00, 0.00, 0.0%, 5.8, 5.9, 2016, 2016IEM卡托维兹站
3, Origen, 2.9, 13.0, 15.5, 0, 0.0%, 38:44, 67350, 1738, 28.41, 1.5, 40.0%, 0.2, 16.7%, 0.00, 0.00, 0.0%, 6.5, 8.8, 2016, 2016IEM卡托维兹站
4, SKT, 9.2, 18.1, 6.6, 0, 0.0%, 31:18, 63028, 2013, 30.60, 2.6, 72.0%, 0.9, 100.0%, 0.00, 0.00, 0.0%, 8.9, 3.0, 2016, 2016IEM卡托维兹站
5, NB, 2.2, 10.8, 17.0, 0, 0.0%, 34:14, 59660, 1742, 30.04, 1.6, 47.1%, 0.4, 40.0%, 0.00, 0.00, 0.0%, 5.4, 6.6, 2016, 2016IEM卡托维兹站
6, RNG, 4.3, 13.0, 11.4, 0, 0.0%, 30:52, 53640, 1737, 29.08, 1.6, 50.0%, 0.4, 40.0%, 0.00, 0.00, 0.0%, 5.0, 6.6, 2016, 2016IEM卡托维兹站
7, TSM, 3.6, 14.8, 13.8, 0, 0.0%, 34:35, 63275, 1828, 29.00, 1.8, 58.3%, 0.8, 66.7%, 0.00, 0.00, 0.0%, 7.9, 6.4, 2016, 2016IEM卡托维兹站
1, CLG, 3.8, 12.1, 11.2, 1943, 53.6%, 34:36, 62939, 1818, 29.53, 2.0, 59.4%, 0.7, 59.4%, 3.39, 1.50, 43.7%, 7.5, 5.3, 2016, 2016LCS北美春季赛
2, C9, 3.4, 13.3, 13.0, 2142, 40.9%, 32:43, 59961, 1832, 29.12, 1.6, 52.9%, 0.8, 64.3%, 2.99, 1.23, 36.0%, 6.5, 6.0, 2016, 2016LCS北美春季赛
3, P1, 2.6, 9.7, 13.8, 1780, 52.6%, 32:32, 54520, 1675, 27.75, 1.5, 45.3%, 0.3, 25.0%, 3.35, 1.43, 42.2%, 4.3, 8.4, 2016, 2016LCS北美春季赛
4, TL, 4.2, 13.4, 11.6, 2081, 55.2%, 34:37, 61799, 1784, 29.18, 2.1, 60.4%, 0.6, 41.0%, 3.42, 1.36, 39.9%, 6.4, 5.8, 2016, 2016LCS北美春季赛
5, TSM, 4.1, 13.9, 11.9, 2084, 40.0%, 35:22, 64931, 1835, 29.80, 2.0, 56.7%, 0.6, 46.3%, 3.54, 1.41, 41.3%, 7.5, 5.8, 2016, 2016LCS北美春季赛
6, DIG, 2.8, 10.2, 12.5, 1834, 61.1%, 36:58, 63591, 1719, 29.54, 1.5, 38.6%, 0.6, 37.0%, 3.27, 1.40, 40.6%, 5.4, 8.4, 2016, 2016LCS北美春季赛
7, NRG, 2.8, 10.1, 13.2, 1774, 15.0%, 34:42, 58302, 1679, 27.64, 1.6, 42.1%, 0.8, 53.6%, 3.52, 1.45, 42.1%, 5.5, 7.5, 2016, 2016LCS北美春季赛
8, IMT, 5.8, 16.1, 9.7, 2278, 75.0%, 31:48, 62581, 1967, 30.03, 1.6, 57.6%, 0.9, 75.9%, 3.68, 1.42, 42.1%, 8.5, 3.9, 2016, 2016LCS北美春季赛
9, REN, 2.5, 9.8, 14.1, 1828, 52.6%, 38:1, 65839, 1731, 29.69, 1.6, 39.5%, 0.6, 44.4%, 3.50, 1.54, 45.1%, 5.7, 8.2, 2016, 2016LCS北美春季赛
1, FNC, 3.7, 10.5, 10.2, 1785, 38.7%, 34:38, 61830, 1784, 31.51, 1.9, 51.8%, 0.5, 39.5%, 3.66, 1.47, 40.4%, 6.4, 6.6, 2016, 2016LCS欧洲春季赛
2, GIA, 1.7, 6.5, 13.8, 1663, 33.3%, 31:59, 51565, 1611, 28.43, 0.7, 24.0%, 0.3, 30.0%, 3.33, 1.27, 36.3%, 3.9, 8.7, 2016, 2016LCS欧洲春季赛
3, ROC, 2.4, 9.0, 13.1, 1674, 66.7%, 35:32, 61151, 1720, 30.20, 1.7, 49.2%, 0.6, 40.0%, 3.49, 1.43, 39.5%, 5.6, 8.3, 2016, 2016LCS欧洲春季赛
4, H2K, 4.9, 11.8, 8.7, 1949, 64.3%, 37:9, 67394, 1813, 30.74, 1.9, 51.5%, 0.8, 53.8%, 3.83, 1.59, 43.0%, 8.0, 5.3, 2016, 2016LCS欧洲春季赛
5, UOL, 3.7, 13.4, 12.6, 2050, 61.9%, 37:37, 67662, 1798, 29.72, 1.5, 39.7%, 0.9, 51.4%, 3.56, 1.47, 41.3%, 7.0, 7.0, 2016, 2016LCS欧洲春季赛
6, S04, 2.4, 8.9, 12.3, 1806, 50.0%, 36:23, 61607, 1692, 29.43, 2.2, 60.0%, 0.6, 52.4%, 3.49, 1.51, 42.5%, 5.4, 7.7, 2016, 2016LCS欧洲春季赛
7, Origen, 3.7, 12.7, 11.3, 2066, 53.3%, 36:51, 67080, 1819, 30.92, 2.2, 57.5%, 0.9, 60.0%, 3.56, 1.55, 41.9%, 7.2, 6.2, 2016, 2016LCS欧洲春季赛
8, G2, 5.0, 14.8, 10.3, 2119, 46.2%, 33:7, 63274, 1910, 30.05, 2.1, 63.2%, 0.9, 71.9%, 3.60, 1.26, 36.1%, 8.8, 5.1, 2016, 2016LCS欧洲春季赛
9, VIT, 4.8, 11.3, 8.8, 1950, 50.0%, 36:54, 67030, 1816, 30.62, 2.0, 53.6%, 0.9, 61.3%, 3.77, 1.47, 41.7%, 7.5, 5.2, 2016, 2016LCS欧洲春季赛
1, TPA, 5.5, 12.2, 7.9, 1852, 63.6%, 35:31, 63775, 1795, 30.38, 1.6, 46.5%, 0.6, 56.8%, 3.78, 1.69, 46.2%, 7.0, 4.9, 2016, 2016LMS港澳台春季联赛
2, AHQ, 4.7, 13.7, 9.7, 2153, 41.9%, 34:38, 65087, 1878, 30.59, 2.2, 59.1%, 0.8, 72.2%, 3.50, 1.67, 46.6%, 8.3, 4.0, 2016, 2016LMS港澳台春季联赛
3, MSE, 2.4, 9.1, 13.6, 1812, 35.7%, 34:57, 59465, 1700, 30.03, 1.6, 42.3%, 0.5, 40.0%, 3.53, 1.51, 42.4%, 4.8, 7.1, 2016, 2016LMS港澳台春季联赛
4, HKA, 4.1, 13.7, 11.6, 1937, 46.4%, 34:52, 62787, 1800, 28.46, 2.7, 67.3%, 0.7, 61.3%, 3.64, 1.59, 44.0%, 7.1, 5.5, 2016, 2016LMS港澳台春季联赛
5, FW, 7.0, 16.1, 8.0, 2013, 67.6%, 33:6, 61449, 1855, 29.18, 2.0, 59.6%, 0.6, 54.3%, 3.50, 1.50, 43.0%, 7.9, 4.1, 2016, 2016LMS港澳台春季联赛
6, M17, 3.3, 10.3, 10.8, 1713, 58.3%, 37:3, 65095, 1756, 30.04, 2.0, 50.7%, 0.7, 55.8%, 3.72, 1.69, 45.4%, 6.3, 5.9, 2016, 2016LMS港澳台春季联赛
7, XG, 2.3, 11.2, 16.2, 2082, 42.9%, 36:7, 59829, 1655, 27.76, 1.8, 46.4%, 0.4, 28.2%, 3.53, 1.52, 42.7%, 4.7, 7.3, 2016, 2016LMS港澳台春季联赛
1, OMG, 3.7, 14.2, 13.7, 1974, 41.0%, 37:43, 67915, 1799, 34.06, 1.9, 46.6%, 0.5, 38.2%, 3.48, 1.76, 48.1%, 6.6, 6.1, 2016, 2016LPL春季赛
2, EDG, 4.7, 15.3, 11.7, 2047, 40.5%, 35:49, 66721, 1875, 34.44, 2.4, 65.0%, 0.6, 58.7%, 3.69, 1.64, 45.0%, 7.6, 4.6, 2016, 2016LPL春季赛
3, IG, 3.6, 12.5, 12.2, 1981, 48.8%, 35:14, 63615, 1805, 34.75, 1.8, 47.1%, 0.7, 53.6%, 3.48, 1.53, 44.2%, 6.3, 6.0, 2016, 2016LPL春季赛
4, LGD, 2.9, 11.7, 13.2, 1966, 38.5%, 35:1, 63588, 1809, 35.47, 1.6, 48.1%, 0.5, 43.9%, 3.60, 1.74, 48.0%, 5.9, 5.8, 2016, 2016LPL春季赛
5, SS, 3.4, 11.3, 11.9, 1900, 0.0%, 38:8, 69242, 1815, 36.13, 1.9, 49.2%, 0.6, 50.0%, 3.94, 1.88, 50.6%, 6.3, 5.7, 2016, 2016LPL春季赛
6, M3, 1.9, 8.8, 15.0, 1743, 38.9%, 35:21, 59009, 1669, 33.87, 1.4, 40.0%, 0.3, 27.5%, 3.50, 1.58, 44.2%, 3.6, 7.7, 2016, 2016LPL春季赛
7, VG, 3.9, 12.7, 11.8, 1884, 48.9%, 34:40, 62905, 1813, 34.94, 1.8, 51.2%, 0.7, 55.2%, 3.58, 1.72, 46.7%, 5.9, 5.9, 2016, 2016LPL春季赛
8, NB, 4.1, 14.7, 12.4, 2038, 45.0%, 35:38, 65134, 1821, 34.82, 1.9, 50.3%, 0.8, 61.2%, 3.73, 1.72, 47.7%, 6.3, 5.4, 2016, 2016LPL春季赛
9, RNG, 4.8, 16.2, 11.6, 1941, 53.2%, 36:48, 68254, 1860, 35.22, 2.2, 58.7%, 0.7, 55.7%, 3.78, 1.74, 47.7%, 6.9, 4.7, 2016, 2016LPL春季赛
10, WE, 4.0, 12.4, 10.9, 1790, 56.9%, 37:33, 67324, 1792, 34.55, 2.0, 49.5%, 0.8, 66.1%, 3.72, 1.71, 46.8%, 6.3, 5.6, 2016, 2016LPL春季赛
11, SAT, 1.8, 8.8, 17.1, 1719, 36.4%, 33:5, 54683, 1652, 32.39, 1.5, 42.6%, 0.4, 40.0%, 3.35, 1.52, 43.7%, 3.2, 8.2, 2016, 2016LPL春季赛
1, SKT, 5.0, 12.6, 8.8, 2110, 46.2%, 37:13, 70094, 1882, 32.32, 2.4, 59.1%, 0.8, 60.3%, 3.84, 1.72, 46.1%, 7.7, 5.2, 2016, 2016LCK韩国春季赛
2, KDM, 2.0, 7.6, 13.2, 1787, 44.2%, 37:43, 62518, 1657, 29.75, 2.0, 48.1%, 0.3, 25.9%, 3.53, 1.57, 41.3%, 4.1, 8.3, 2016, 2016LCK韩国春季赛
3, CJE, 3.2, 9.8, 11.5, 1871, 41.3%, 40:36, 69855, 1720, 29.98, 1.9, 40.1%, 0.7, 49.3%, 3.79, 1.76, 45.6%, 5.8, 7.5, 2016, 2016LCK韩国春季赛
4, KT, 4.1, 12.6, 11.1, 2019, 47.8%, 38:4, 68944, 1810, 30.76, 2.3, 53.6%, 0.6, 49.1%, 3.79, 1.90, 49.9%, 6.6, 5.6, 2016, 2016LCK韩国春季赛
5, JAG, 4.2, 10.1, 8.8, 1841, 50.0%, 41:4, 72164, 1756, 30.73, 2.4, 51.1%, 0.8, 48.7%, 3.84, 1.83, 48.3%, 6.5, 6.7, 2016, 2016LCK韩国春季赛
6, HLE, 5.6, 14.8, 9.2, 2095, 77.8%, 33:53, 65207, 1924, 30.80, 1.8, 50.0%, 0.9, 74.1%, 3.58, 1.53, 42.5%, 8.4, 3.8, 2016, 2016LCK韩国春季赛
7, GEN, 3.4, 9.1, 9.6, 1884, 36.4%, 36:45, 65682, 1787, 32.00, 1.9, 46.4%, 0.6, 53.1%, 4.06, 1.84, 49.3%, 6.1, 6.2, 2016, 2016LCK韩国春季赛
8, SBE, 2.0, 7.0, 12.6, 1669, 39.0%, 37:16, 61755, 1656, 30.26, 1.9, 45.7%, 0.5, 36.4%, 3.92, 1.80, 48.2%, 4.1, 8.2, 2016, 2016LCK韩国春季赛
9, KZ, 3.5, 9.9, 9.7, 1891, 58.1%, 39:2, 70037, 1794, 31.19, 2.1, 50.3%, 0.7, 53.4%, 3.96, 1.75, 46.4%, 6.9, 6.1, 2016, 2016LCK韩国春季赛
1, OMG, 1.4, 7.0, 17.0, 1818, 66.7%, 33:5, 60324, 1823, 35.02, 1.0, 30.0%, 0.7, 40.0%, 4.90, 1.82, 35.6%, 6.0, 6.7, 2017, 德玛西亚杯青岛站
2, RYL, 3.6, 12.0, 11.7, 1864, 100.0%, 35:33, 60229, 1693, 32.82, 1.3, 40.0%, 1.0, 60.0%, 4.80, 2.04, 38.7%, 3.7, 8.0, 2017, 德玛西亚杯青岛站
3, EDG, 8.1, 15.3, 6.8, 2348, 50.0%, 33:4, 66073, 1997, 35.72, 2.1, 64.1%, 1.2, 71.4%, 5.44, 2.28, 46.6%, 8.2, 3.0, 2017, 德玛西亚杯青岛站
4, IG, 3.5, 15.0, 13.9, 2269, 41.7%, 32:45, 61391, 1874, 34.36, 1.8, 58.3%, 0.6, 41.2%, 4.58, 1.98, 40.4%, 7.3, 4.8, 2017, 德玛西亚杯青岛站
5, LGD, 3.1, 17.0, 20.3, 1468, 66.7%, 44:24, 65355, 1471, 25.47, 3.0, 81.8%, 0.3, 20.0%, 3.52, 1.53, 44.3%, 6.7, 7.0, 2017, 德玛西亚杯青岛站
6, SS, 3.5, 11.8, 11.8, 1859, 62.5%, 33:46, 63767, 1887, 35.88, 1.6, 46.3%, 1.1, 62.1%, 5.25, 2.40, 45.6%, 6.4, 6.1, 2017, 德玛西亚杯青岛站
7, VG, 2.7, 8.8, 10.8, 1689, 50.0%, 33:34, 61753, 1839, 34.67, 2.0, 60.0%, 1.0, 75.0%, 5.55, 1.99, 44.6%, 7.5, 5.3, 2017, 德玛西亚杯青岛站
8, RNG, 4.3, 13.7, 10.3, 2026, 33.3%, 35:7, 65695, 1870, 35.60, 1.7, 62.5%, 0.7, 50.0%, 4.45, 2.29, 47.5%, 6.0, 6.7, 2017, 德玛西亚杯青岛站
9, WE, 3.4, 13.7, 13.3, 2177, 22.2%, 39:7, 73366, 1875, 34.98, 2.0, 52.9%, 1.3, 66.7%, 4.70, 2.03, 43.3%, 6.8, 6.0, 2017, 德玛西亚杯青岛站
10, OMD, 2.2, 6.7, 10.0, 1631, 33.3%, 35:59, 60038, 1668, 34.39, 0.7, 18.2%, 0.0, 0.0%, 4.00, 2.37, 41.4%, 3.3, 10.3, 2017, 德玛西亚杯青岛站
11, JDG, 4.2, 15.2, 12.9, 1970, 57.1%, 37:40, 67038, 1779, 32.17, 1.3, 37.5%, 1.0, 51.9%, 4.03, 1.73, 40.2%, 6.7, 6.1, 2017, 德玛西亚杯青岛站
12, Tyloo, 2.1, 8.7, 15.7, 1879, 0.0%, 31:1, 55501, 1788, 34.16, 1.7, 62.5%, 1.0, 60.0%, 3.96, 1.67, 37.3%, 4.7, 7.3, 2017, 德玛西亚杯青岛站
13, SNG, 2.2, 10.7, 16.3, 1920, 66.7%, 36:19, 62319, 1715, 33.40, 1.3, 40.0%, 0.3, 20.0%, 4.79, 2.18, 41.6%, 4.3, 9.0, 2017, 德玛西亚杯青岛站
14, JDM, 2.4, 10.0, 13.8, 1965, 20.0%, 34:51, 62493, 1792, 33.94, 1.6, 44.4%, 0.6, 33.3%, 5.25, 2.09, 40.6%, 7.2, 5.8, 2017, 德玛西亚杯青岛站
15, MSC, 2.8, 10.0, 11.3, 2092, 66.7%, 31:16, 56243, 1798, 33.61, 1.7, 71.4%, 0.7, 40.0%, 4.39, 2.05, 44.4%, 4.3, 6.7, 2017, 德玛西亚杯青岛站
16, PRW, 3.4, 13.4, 13.0, 1732, 80.0%, 29:30, 53116, 1800, 31.74, 0.6, 27.3%, 0.4, 28.6%, 4.54, 1.42, 34.8%, 5.0, 6.8, 2017, 德玛西亚杯青岛站
17, B8, 0.9, 4.5, 19.0, 1314, 0.0%, 28:10, 43793, 1554, 32.32, 0.0, 0.0%, 0.0, 0.0%, 3.05, 1.58, 33.8%, 2.0, 10.0, 2017, 德玛西亚杯青岛站
18, BYU, 0.2, 1.5, 16.0, 1100, 50.0%, 22:12, 31918, 1437, 30.75, 0.5, 25.0%, 0.0, 0.0%, 3.94, 1.42, 29.3%, 0.0, 7.5, 2017, 德玛西亚杯青岛站
19, FPX, 4.1, 16.4, 13.0, 2287, 100.0%, 32:21, 60659, 1874, 32.40, 1.4, 53.8%, 0.8, 50.0%, 4.68, 1.60, 39.8%, 6.0, 5.8, 2017, 德玛西亚杯青岛站
20, RW, 4.1, 14.2, 12.4, 1974, 40.0%, 30:32, 57200, 1872, 33.96, 1.7, 60.7%, 0.8, 61.5%, 4.87, 1.95, 40.6%, 5.4, 6.1, 2017, 德玛西亚杯青岛站
21, BLG, 2.1, 8.1, 13.4, 1740, 42.9%, 34:44, 60885, 1752, 34.69, 1.6, 45.8%, 0.3, 16.7%, 5.05, 2.15, 45.2%, 4.6, 8.1, 2017, 德玛西亚杯青岛站
1, EU LCS, 2.8, 10.7, 10.7, 1859, 66.7%, 29:28, 52337, 1775, 34.12, 0.7, 25.0%, 0.3, 33.3%, 4.72, 1.95, 39.0%, 5.0, 7.3, 2017, 2017全明星赛
2, LCK, 2.5, 12.2, 16.5, 2539, 16.7%, 35:13, 64945, 1843, 34.70, 2.2, 61.9%, 0.7, 50.0%, 5.62, 1.68, 40.9%, 6.7, 5.2, 2017, 2017全明星赛
3, LMS, 6.1, 16.3, 9.0, 2233, 60.0%, 40:49, 76598, 1875, 33.30, 1.9, 51.4%, 1.4, 70.0%, 5.40, 2.06, 43.8%, 7.7, 4.7, 2017, 2017全明星赛
4, NA LCS, 2.6, 14.7, 15.0, 2072, 66.7%, 32:3, 58362, 1820, 31.99, 2.0, 66.7%, 0.7, 66.7%, 4.38, 1.78, 37.4%, 6.3, 6.0, 2017, 2017全明星赛
5, LPL, 4.8, 17.6, 12.3, 2208, 63.6%, 40:29, 76115, 1879, 33.68, 2.2, 57.1%, 1.0, 50.0%, 4.24, 2.45, 45.5%, 7.5, 5.4, 2017, 2017全明星赛
6, 巴西, 0.7, 4.3, 19.3, 1227, 33.3%, 30:22, 46432, 1528, 31.63, 0.7, 25.0%, 0.0, 0.0%, 4.63, 1.72, 33.7%, 2.0, 9.3, 2017, 2017全明星赛
7, 土耳其, 1.1, 7.3, 20.3, 1633, 0.0%, 30:58, 48079, 1552, 31.82, 0.3, 12.5%, 0.0, 0.0%, 4.18, 2.07, 36.9%, 1.0, 10.0, 2017, 2017全明星赛
